date,mean,max,min
4/13/2016,12.14,16.64,8.11
4/12/2016,13.13,17.29,9.06
4/11/2016,14.07,18.63,9.7
4/10/2016,10.41,15.27,5.87
4/9/2016,9.14,12.63,6.17
4/8/2016,11.25,15.06,7.7
4/7/2016,13.96,18.44,9.1
4/6/2016,11.91,17.8,6.12
4/5/2016,9.34,14.89,3.75
4/4/2016,10.94,16.46,5.5
4/3/2016,10.63,17.65,4.81
4/2/2016,12.14,17.29,7.64
4/1/2016,15.39,20.83,11.13
3/31/2016,16.03,21.43,10.69
3/30/2016,12.12,16.88,7.29
3/29/2016,11.19,15.58,6.62
3/28/2016,11.58,17.39,7.1
3/27/2016,12.0,17.1,8.12
3/26/2016,10.81,16.14,5.98
3/25/2016,12.5,18.62,6.73
3/24/2016,11.86,16.56,7.28
3/23/2016,14.05,19.31,9.52
3/22/2016,11.44,17.07,5.38
3/21/2016,8.93,14.11,4.14
3/20/2016,7.72,11.67,4.38
3/19/2016,9.26,13.57,5.71
3/18/2016,12.4,16.81,8.03
3/17/2016,13.54,18.98,8.64
3/16/2016,14.45,20.32,9.44
3/15/2016,13.47,18.03,9.41
3/14/2016,12.44,16.86,9.0
3/13/2016,12.44,16.94,8.3
3/12/2016,12.37,16.82,7.72
3/11/2016,13.63,18.04,9.49
3/10/2016,16.95,21.38,12.65
3/9/2016,15.33,21.13,8.92
3/8/2016,14.13,19.01,9.34
3/7/2016,11.65,16.81,6.48
3/6/2016,9.05,13.54,4.68
3/5/2016,8.18,12.16,4.28
3/4/2016,7.22,11.65,3.5
3/3/2016,7.17,11.06,3.37
3/2/2016,8.13,14.23,2.33
3/1/2016,10.39,15.71,5.44
2/29/2016,12.0,18.12,6.71
2/28/2016,12.19,18.71,6.03
2/27/2016,8.04,13.74,2.37
2/26/2016,6.46,10.92,2.07
2/25/2016,9.38,15.23,4.5
2/24/2016,9.6,15.75,4.76
2/23/2016,8.11,12.2,4.27
2/22/2016,9.44,14.1,5.23
2/21/2016,11.5,15.53,6.83
2/20/2016,12.69,18.08,7.5
2/19/2016,8.83,14.0,4.04
2/18/2016,6.81,11.03,2.29
2/17/2016,7.67,11.94,4.04
2/16/2016,10.27,15.87,4.15
2/15/2016,5.02,10.59,-0.3
2/14/2016,0.58,5.13,-4.4
2/13/2016,0.63,5.22,-4.12
2/12/2016,3.24,8.05,-1.36
2/11/2016,3.7,9.0,-0.56
2/10/2016,4.88,9.65,0.66
2/9/2016,4.74,9.07,0.79
2/8/2016,6.31,11.36,1.6
2/7/2016,7.39,13.03,1.87
2/6/2016,5.66,10.36,1.13
2/5/2016,4.98,9.77,0.35
2/4/2016,7.33,11.43,2.94
2/3/2016,8.2,12.52,3.16
2/2/2016,7.86,11.89,3.36
2/1/2016,9.22,13.77,5.73
1/31/2016,9.69,14.41,5.52
1/30/2016,7.54,12.3,2.88
1/29/2016,6.5,10.8,1.67
1/28/2016,6.06,11.27,1.02
1/27/2016,6.24,10.12,2.16
1/26/2016,6.88,11.23,2.5
1/25/2016,5.93,10.26,1.4
1/24/2016,3.18,7.56,-1.52
1/23/2016,2.32,5.18,-0.35
1/22/2016,2.34,5.71,-0.8
1/21/2016,3.7,7.83,0.02
1/20/2016,3.15,6.24,0.1
1/19/2016,0.67,4.41,-3.22
1/18/2016,-0.04,3.81,-3.45
1/17/2016,2.47,6.72,-1.37
1/16/2016,6.41,9.95,3.08
1/15/2016,7.45,11.59,3.15
1/14/2016,5.21,9.94,0.1
1/13/2016,1.4,6.05,-2.89
1/12/2016,2.63,8.41,-2.17
1/11/2016,1.33,6.17,-2.6
1/10/2016,5.62,10.12,0.83
1/9/2016,6.86,9.87,3.51
1/8/2016,6.67,9.84,3.53
1/7/2016,6.15,9.77,2.65
1/6/2016,3.67,7.92,-0.4
1/5/2016,0.69,4.62,-3.39
1/4/2016,2.52,6.62,-1.92
1/3/2016,4.96,9.07,1.31
1/2/2016,3.88,7.69,0.84
1/1/2016,3.86,7.1,0.66
12/31/2015,5.61,8.68,2.37
12/30/2015,5.65,8.67,3.07
12/29/2015,5.56,8.94,1.99
12/28/2015,5.08,8.8,1.88
12/27/2015,9.33,14.01,4.77
12/26/2015,10.55,13.98,7.1
12/25/2015,11.78,14.79,8.73
12/24/2015,13.58,17.02,9.67
12/23/2015,13.1,17.1,9.65
12/22/2015,12.06,15.02,9.4
12/21/2015,10.4,14.28,6.0
12/20/2015,6.65,10.64,2.19
12/19/2015,4.77,8.48,1.15
12/18/2015,6.59,11.52,2.31
12/17/2015,7.96,12.03,3.82
12/16/2015,8.7,12.59,4.92
12/15/2015,10.79,14.58,6.52
12/14/2015,11.48,15.96,8.0
12/13/2015,12.8,17.25,9.25
12/12/2015,13.93,17.58,11.12
12/11/2015,12.76,16.59,9.28
12/10/2015,12.64,17.25,8.4
12/9/2015,10.93,15.91,6.46
12/8/2015,10.04,14.81,5.8
12/7/2015,9.7,14.78,5.54
12/6/2015,8.99,14.55,4.04
12/5/2015,7.86,13.2,3.59
12/4/2015,7.96,12.36,4.39
12/3/2015,8.48,12.74,5.08
12/2/2015,9.04,13.39,5.48
12/1/2015,8.56,12.2,5.37
11/30/2015,6.56,9.75,3.22
11/29/2015,6.3,9.64,3.61
11/28/2015,8.81,12.68,4.92
11/27/2015,11.08,16.18,6.86
11/26/2015,11.31,15.91,6.93
11/25/2015,9.29,13.45,4.91
11/24/2015,7.73,12.38,2.83
11/23/2015,6.46,11.26,2.22
11/22/2015,7.91,12.58,3.32
11/21/2015,9.18,14.23,4.02
11/20/2015,11.48,17.0,6.14
11/19/2015,13.39,17.96,8.77
11/18/2015,12.71,17.37,7.72
11/17/2015,11.51,16.05,7.29
11/16/2015,12.79,17.6,8.4
11/15/2015,11.39,16.89,6.41
11/14/2015,10.27,15.14,5.67
11/13/2015,11.87,16.41,7.21
11/12/2015,12.57,17.19,8.48
11/11/2015,13.07,17.36,8.66
11/10/2015,12.56,16.22,8.81
11/9/2015,11.66,16.36,7.18
11/8/2015,11.71,16.53,7.19
11/7/2015,14.1,19.07,9.33
11/6/2015,17.08,21.44,13.16
11/5/2015,16.84,20.81,12.89
11/4/2015,15.44,20.44,11.0
11/3/2015,15.64,21.46,10.55
11/2/2015,15.84,20.17,12.02
11/1/2015,14.79,19.01,11.01
10/31/2015,13.77,17.88,10.02
10/30/2015,14.4,18.49,10.35
10/29/2015,16.69,20.92,12.68
10/28/2015,16.59,21.11,11.92
10/27/2015,14.4,18.58,10.66
10/26/2015,14.48,19.18,10.47
10/25/2015,16.13,20.92,12.29
10/24/2015,15.75,20.17,10.95
10/23/2015,16.42,21.2,12.12
10/22/2015,18.36,23.37,13.65
10/21/2015,18.26,24.09,13.27
10/20/2015,16.89,23.02,11.62
10/19/2015,13.47,19.01,8.12
10/18/2015,12.29,17.12,8.32
10/17/2015,13.96,18.3,9.98
10/16/2015,16.55,20.9,12.7
10/15/2015,17.76,23.55,12.85
10/14/2015,18.68,24.28,13.85
10/13/2015,20.28,25.41,15.84
10/12/2015,20.72,27.25,14.93
10/11/2015,19.4,25.89,13.48
10/10/2015,18.49,23.89,13.49
10/9/2015,20.83,26.98,15.94
10/8/2015,20.09,25.31,15.52
10/7/2015,19.59,24.99,15.32
10/6/2015,18.58,24.16,13.78
10/5/2015,17.06,22.03,12.89
10/4/2015,16.37,20.42,12.92
10/3/2015,15.05,18.72,11.79
10/2/2015,15.85,19.81,12.9
10/1/2015,18.13,22.28,15.16
9/30/2015,21.45,26.13,16.78
9/29/2015,22.71,27.28,18.89
9/28/2015,22.34,27.29,18.58
9/27/2015,20.79,25.39,16.62
9/26/2015,21.36,25.74,17.57
9/25/2015,21.96,26.53,18.17
9/24/2015,22.47,28.6,17.01
9/23/2015,21.49,27.83,16.29
9/22/2015,21.02,26.13,16.81
9/21/2015,20.98,25.81,16.51
9/20/2015,22.72,28.04,17.61
9/19/2015,23.0,28.31,18.13
9/18/2015,23.34,28.67,18.52
9/17/2015,23.47,29.02,18.59
9/16/2015,23.06,28.44,17.79
9/15/2015,22.37,27.63,17.27
9/14/2015,20.78,26.14,15.31
9/13/2015,21.31,26.28,16.46
9/12/2015,22.4,26.68,18.64
9/11/2015,23.27,28.47,19.0
9/10/2015,24.13,29.13,20.56
9/9/2015,26.22,31.34,22.0
9/8/2015,26.98,33.0,21.95
9/7/2015,26.24,32.17,21.21
9/6/2015,24.81,30.45,19.55
9/5/2015,23.76,28.89,19.77
9/4/2015,24.7,29.3,20.74
9/3/2015,25.84,31.1,21.63
9/2/2015,25.87,30.7,21.89
9/1/2015,25.77,30.61,21.78
8/31/2015,25.9,30.88,21.47
8/30/2015,25.27,30.65,20.98
8/29/2015,25.06,30.14,20.47
8/28/2015,24.36,29.72,19.02
8/27/2015,23.74,29.08,18.82
8/26/2015,23.94,28.79,19.46
8/25/2015,24.58,29.33,20.67
8/24/2015,24.89,29.87,20.49
8/23/2015,24.56,29.37,19.81
8/22/2015,24.44,29.34,19.8
8/21/2015,24.45,29.3,19.95
8/20/2015,24.43,28.38,21.16
8/19/2015,25.43,30.02,21.59
8/18/2015,26.28,31.46,22.35
8/17/2015,27.16,32.28,22.72
8/16/2015,27.2,33.11,22.24
8/15/2015,26.86,33.21,21.88
8/14/2015,26.43,32.0,21.36
8/13/2015,25.67,31.07,20.47
8/12/2015,25.44,30.61,20.62
8/11/2015,25.08,30.01,21.2
8/10/2015,25.13,29.74,21.29
8/9/2015,25.12,30.42,20.9
8/8/2015,24.69,29.41,20.68
8/7/2015,24.79,29.76,20.31
8/6/2015,25.08,29.45,20.91
8/5/2015,26.32,31.66,21.36
8/4/2015,26.73,32.31,21.03
8/3/2015,26.95,32.11,21.87
8/2/2015,26.88,32.12,21.45
8/1/2015,26.92,32.3,21.73
7/31/2015,27.19,32.72,21.98
7/30/2015,27.11,32.19,22.62
7/29/2015,27.94,33.25,22.83
7/28/2015,27.49,33.09,22.22
7/27/2015,26.41,31.15,22.23
7/26/2015,26.27,31.28,21.86
7/25/2015,26.17,31.2,21.35
7/24/2015,25.84,30.81,20.81
7/23/2015,25.3,30.12,20.78
7/22/2015,25.13,29.59,21.09
7/21/2015,26.73,30.88,22.67
7/20/2015,28.2,32.43,23.7
7/19/2015,28.2,33.29,23.16
7/18/2015,26.07,31.56,22.01
7/17/2015,25.18,30.01,20.7
7/16/2015,23.79,28.61,18.94
7/15/2015,24.51,29.11,20.58
7/14/2015,25.31,29.94,21.21
7/13/2015,25.95,30.24,21.93
7/12/2015,26.09,31.02,21.26
7/11/2015,25.08,29.46,20.68
7/10/2015,24.37,28.63,20.28
7/9/2015,23.71,28.05,20.08
7/8/2015,24.64,28.59,21.32
7/7/2015,25.19,29.64,21.39
7/6/2015,24.85,29.07,21.04
7/5/2015,24.73,29.59,20.29
7/4/2015,23.97,28.27,20.26
7/3/2015,23.88,28.78,19.34
7/2/2015,24.02,28.54,20.06
7/1/2015,24.33,29.42,20.15
6/30/2015,24.92,30.19,20.01
6/29/2015,24.16,29.04,19.56
6/28/2015,22.99,27.83,18.61
6/27/2015,22.63,26.81,18.57
6/26/2015,24.13,28.61,20.37
6/25/2015,25.09,30.23,20.3
6/24/2015,25.1,30.16,20.06
6/23/2015,26.63,31.96,21.61
6/22/2015,25.98,30.75,20.99
6/21/2015,25.63,30.99,21.02
6/20/2015,23.25,28.23,18.94
6/19/2015,24.07,29.17,19.21
6/18/2015,23.19,27.44,19.51
6/17/2015,23.36,27.51,19.29
6/16/2015,23.55,28.23,19.25
6/15/2015,23.59,28.86,19.88
6/14/2015,24.57,29.9,20.19
6/13/2015,24.49,28.85,20.25
6/12/2015,24.38,29.16,20.05
6/11/2015,24.91,29.88,19.82
6/10/2015,24.27,28.92,19.35
6/9/2015,24.38,29.95,19.17
6/8/2015,23.49,29.43,18.12
6/7/2015,21.94,27.14,16.39
6/6/2015,21.27,26.1,16.27
6/5/2015,19.82,24.77,15.83
6/4/2015,19.33,23.9,15.07
6/3/2015,18.7,23.42,14.46
6/2/2015,17.37,21.39,13.52
6/1/2015,17.86,21.82,14.19
5/31/2015,20.94,26.38,15.41
5/30/2015,22.0,27.68,16.94
5/29/2015,22.47,27.71,17.84
5/28/2015,22.75,28.14,17.46
5/27/2015,22.0,27.05,17.91
5/26/2015,21.88,26.66,17.48
5/25/2015,21.42,26.24,16.84
5/24/2015,19.77,24.94,14.45
5/23/2015,17.51,22.97,12.37
5/22/2015,17.22,22.09,12.43
5/21/2015,15.75,19.62,12.63
5/20/2015,16.68,21.31,13.24
5/19/2015,18.13,23.66,13.89
5/18/2015,19.42,24.18,15.42
5/17/2015,21.26,26.06,16.75
5/16/2015,19.56,24.17,15.72
5/15/2015,18.12,23.06,14.12
5/14/2015,16.88,22.15,12.07
5/13/2015,16.43,20.19,12.55
5/12/2015,19.75,24.6,14.98
5/11/2015,20.49,25.34,16.47
5/10/2015,19.76,24.84,14.75
5/9/2015,17.78,22.61,13.76
5/8/2015,19.18,24.75,14.27
5/7/2015,19.18,24.79,13.51
5/6/2015,18.73,23.47,14.55
5/5/2015,19.21,23.7,15.22
5/4/2015,19.44,25.47,13.35
5/3/2015,18.62,25.27,12.44
5/2/2015,17.16,23.88,11.34
5/1/2015,15.88,21.38,10.65
4/30/2015,15.75,21.73,10.35
4/29/2015,16.86,23.6,10.03
4/28/2015,15.58,21.11,10.29
4/27/2015,14.48,19.24,9.7
4/26/2015,13.64,18.69,8.73
4/25/2015,12.73,17.62,8.31
4/24/2015,11.73,16.01,7.72
4/23/2015,12.07,15.94,8.52
4/22/2015,14.17,19.42,10.08
4/21/2015,15.09,19.45,10.59
4/20/2015,14.53,19.28,10.12
4/19/2015,15.7,21.16,11.11
4/18/2015,18.24,24.21,12.62
4/17/2015,17.57,23.31,12.23
4/16/2015,15.27,20.43,10.31
4/15/2015,15.59,21.23,10.47
4/14/2015,15.73,19.83,11.51
4/13/2015,16.76,21.82,11.52
4/12/2015,15.01,21.26,9.2
4/11/2015,14.29,18.44,8.94
4/10/2015,12.77,18.61,7.97
4/9/2015,12.7,17.29,8.78
4/8/2015,12.1,15.69,8.77
4/7/2015,13.51,17.59,9.85
4/6/2015,13.09,18.84,7.83
4/5/2015,12.54,18.14,7.44
4/4/2015,12.59,17.97,7.34
4/3/2015,15.58,19.8,10.67
4/2/2015,14.72,20.31,8.98
4/1/2015,12.63,18.37,7.32
3/31/2015,12.66,17.92,7.8
3/30/2015,12.76,18.88,7.16
3/29/2015,9.3,15.68,2.91
3/28/2015,8.13,13.27,3.32
3/27/2015,10.04,14.89,5.56
3/26/2015,12.69,18.61,7.27
3/25/2015,11.06,16.13,6.36
3/24/2015,8.87,13.7,3.98
3/23/2015,7.65,12.07,3.72
3/22/2015,9.28,13.36,5.54
3/21/2015,10.25,15.36,5.98
3/20/2015,9.02,13.14,6.14
3/19/2015,9.12,13.56,5.54
3/18/2015,8.94,13.0,5.34
3/17/2015,12.88,18.45,7.22
3/16/2015,13.34,20.04,7.77
3/15/2015,12.65,17.7,7.77
3/14/2015,13.05,17.65,8.25
3/13/2015,10.99,15.67,6.42
3/12/2015,11.46,16.03,6.82
3/11/2015,12.17,16.76,7.43
3/10/2015,9.82,15.47,5.59
3/9/2015,9.95,15.27,4.96
3/8/2015,7.94,13.89,1.98
3/7/2015,5.99,12.48,-0.95
3/6/2015,1.17,7.01,-5.0
3/5/2015,1.5,7.48,-3.54
3/4/2015,6.32,11.33,0.88
3/3/2015,4.65,8.92,0.54
3/2/2015,3.88,7.48,0.54
3/1/2015,2.46,5.53,-0.8
2/28/2015,0.35,4.46,-4.36
2/27/2015,-0.24,3.56,-4.14
2/26/2015,0.9,4.65,-2.7
2/25/2015,2.49,7.19,-2.58
2/24/2015,-1.23,3.95,-6.8
2/23/2015,-1.08,4.08,-6.03
2/22/2015,4.36,8.44,0.31
2/21/2015,3.47,8.19,-1.06
2/20/2015,-0.76,3.97,-5.71
2/19/2015,-1.15,3.16,-5.47
2/18/2015,0.79,5.27,-3.97
2/17/2015,0.12,4.62,-4.04
2/16/2015,-1.28,3.09,-5.86
2/15/2015,0.01,4.99,-4.86
2/14/2015,4.1,10.75,-2.44
2/13/2015,1.46,7.0,-3.89
2/12/2015,4.41,9.63,-1.61
2/11/2015,5.6,10.79,0.38
2/10/2015,5.48,10.35,1.51
2/9/2015,5.97,10.25,2.69
2/8/2015,8.84,13.13,5.01
2/7/2015,7.03,11.89,1.84
2/6/2015,2.65,7.83,-2.25
2/5/2015,2.24,7.89,-3.36
2/4/2015,4.89,9.93,-0.29
2/3/2015,1.51,6.05,-2.82
2/2/2015,2.01,7.32,-2.96
2/1/2015,4.81,9.15,-0.53
1/31/2015,2.39,6.36,-1.58
1/30/2015,4.25,7.92,-0.29
1/29/2015,5.84,10.02,1.71
1/28/2015,4.39,9.4,-0.45
1/27/2015,4.04,8.18,0.4
1/26/2015,3.97,8.25,0.18
1/25/2015,6.77,11.79,1.69
1/24/2015,5.94,10.54,2.29
1/23/2015,4.32,7.59,1.11
1/22/2015,4.66,8.18,1.61
1/21/2015,4.86,8.14,1.77
1/20/2015,6.25,10.15,2.68
1/19/2015,7.12,11.7,2.9
1/18/2015,7.15,12.1,2.85
1/17/2015,4.35,9.75,-1.07
1/16/2015,4.51,10.12,-0.9
1/15/2015,3.13,7.35,-0.51
1/14/2015,0.58,4.28,-3.39
1/13/2015,1.05,4.9,-2.35
1/12/2015,4.38,6.84,2.16
1/11/2015,2.99,6.47,-1.02
1/10/2015,-0.91,2.4,-4.05
1/9/2015,0.4,4.09,-2.93
1/8/2015,-2.86,1.88,-7.54
1/7/2015,-1.1,3.77,-6.06
1/6/2015,0.9,5.18,-3.35
1/5/2015,2.32,8.69,-3.49
1/4/2015,6.2,11.81,0.38
1/3/2015,4.3,8.22,0.63
1/2/2015,3.6,7.04,0.31
1/1/2015,1.29,5.07,-2.5
